"Gender","Age","Family_history_with_overweight","high_calorie_food_eat","vegetable_eat_daily","main_meals_daily","food_between_meals","SMOKE","Water_daily","Calories_monitoring","Physical_activity","Electronic_usage_daily","Alcohol_consumption","Method_of_Transport","Obesity_Level","food_between_meals_num","Alcohol_consumption_num","Obesity_Level_num","Method_of_Transport_num","Age_group","Diet_score"
"Female",23,"Yes","Yes",3,3,"Frequently","No",3,"No",3,0,"No","Public Transportation","Obesity Type I",2,0,4,2,"Young adult",6
"Male",19,"Yes","Yes",3,3,"Sometimes","No",2,"No",1,1,"Sometimes","Walking","Overweight Level I",1,1,2,3,"Young adult",5
"Male",22,"Yes","No",2,3,"Sometimes","No",2,"No",1,2,"Sometimes","Bike","Normal Weight",1,1,1,4,"Young adult",5
"Male",41,"Yes","Yes",2,3,"Sometimes","No",2,"No",0,0,"Sometimes","Bike","Obesity Type II",1,1,5,4,"Middle age",4
"Female",18,"Yes","Yes",2,1,"Frequently","No",1,"No",0,2,"No","Public Transportation","Insufficient Weight",2,0,0,2,"Teen",2
"Female",23,"Yes","Yes",2,1,"Sometimes","No",1,"No",1,1,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Young adult",1
"Female",23,"Yes","No",3,1,"Sometimes","Yes",3,"No",1,2,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Young adult",3
"Female",41,"Yes","Yes",2,3,"Always","No",1,"No",0,0,"Sometimes","Automobile","Obesity Type I",3,1,4,0,"Middle age",2
"Female",26,"Yes","Yes",3,3,"Sometimes","Yes",1,"No",0,1,"Sometimes","Public Transportation","Obesity Type III",1,1,6,2,"Adult",2
"Male",29,"Yes","No",2,3,"Sometimes","No",3,"No",1,0,"Sometimes","Automobile","Obesity Type I",1,1,4,0,"Adult",4
"Male",27,"Yes","Yes",2,3,"Sometimes","No",2,"No",3,2,"No","Automobile","Normal Weight",1,0,1,0,"Adult",5
"Female",23,"Yes","Yes",2,1,"Sometimes","Yes",2,"No",1,0,"Frequently","Public Transportation","Obesity Type I",1,2,4,2,"Young adult",1
"Male",19,"Yes","Yes",2,3,"Frequently","No",2,"No",2,0,"No","Public Transportation","Obesity Type I",2,0,4,2,"Young adult",4
"Male",30,"Yes","No",2,3,"No","No",2,"Yes",1,0,"Sometimes","Walking","Normal Weight",0,1,1,3,"Adult",7
"Female",22,"Yes","Yes",2,3,"Sometimes","No",2,"No",1,1,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Young adult",3
"Female",22,"Yes","Yes",2,3,"Sometimes","No",2,"No",1,1,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Young adult",3
"Male",20,"Yes","Yes",2,3,"Frequently","No",2,"No",0,1,"No","Public Transportation","Obesity Type II",2,0,5,2,"Young adult",4
"Female",21,"No","Yes",2,1,"Sometimes","No",1,"No",1,1,"No","Public Transportation","Normal Weight",1,0,1,2,"Young adult",2
"Female",24,"Yes","No",2,1,"Sometimes","No",2,"No",0,0,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Male",21,"Yes","Yes",3,3,"Sometimes","No",2,"No",1,0,"No","Public Transportation","Normal Weight",1,0,1,2,"Young adult",5
"Male",21,"Yes","Yes",2,3,"Sometimes","No",2,"No",1,0,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Young adult",3
"Male",21,"Yes","Yes",3,3,"Sometimes","No",3,"No",0,2,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Young adult",4
"Female",23,"Yes","No",3,3,"Frequently","No",2,"No",3,0,"Sometimes","Walking","Normal Weight",2,1,1,3,"Young adult",7
"Male",21,"No","No",2,3,"Frequently","No",3,"Yes",3,1,"Frequently","Automobile","Overweight Level I",2,2,2,0,"Young adult",6
"Female",21,"Yes","No",1,1,"Sometimes","No",2,"No",3,0,"No","Public Transportation","Normal Weight",1,0,1,2,"Young adult",5
"Female",21,"Yes","Yes",2,3,"Sometimes","No",3,"No",1,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",21,"Yes","No",2,3,"Frequently","No",2,"Yes",0,2,"Frequently","Public Transportation","Overweight Level I",2,2,2,2,"Young adult",5
"Male",23,"Yes","Yes",2,1,"Sometimes","No",1,"No",1,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",1
"Female",21,"Yes","Yes",3,4,"Always","No",3,"No",0,2,"No","Public Transportation","Normal Weight",3,0,1,2,"Young adult",5
"Female",22,"Yes","Yes",3,3,"Frequently","No",3,"No",1,0,"No","Public Transportation","Normal Weight",2,0,1,2,"Young adult",5
"Female",23,"Yes","Yes",2,1,"Sometimes","No",2,"No",0,0,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",3
"Male",25,"Yes","No",3,3,"Sometimes","No",3,"No",2,0,"Sometimes","Walking","Obesity Type II",1,1,5,3,"Young adult",6
"Female",20,"No","Yes",2,3,"Sometimes","No",1,"No",0,1,"No","Automobile","Normal Weight",1,0,1,0,"Young adult",3
"Female",24,"No","Yes",3,3,"Sometimes","No",2,"No",1,1,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Young adult",4
"Female",40,"No","No",3,3,"Sometimes","No",3,"No",0,0,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",6
"Male",32,"Yes","No",3,3,"Sometimes","No",3,"No",0,2,"No","Automobile","Obesity Type II",1,0,5,0,"Adult",6
"Male",20,"Yes","Yes",3,4,"Sometimes","No",3,"No",2,0,"Sometimes","Walking","Overweight Level I",1,1,2,3,"Young adult",5
"Female",21,"Yes","Yes",3,1,"Sometimes","Yes",3,"No",0,0,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Young adult",2
"Female",51,"Yes","No",3,3,"Sometimes","Yes",3,"Yes",2,0,"No","Public Transportation","Normal Weight",1,0,1,2,"Older",6
"Female",34,"Yes","No",3,1,"Sometimes","No",2,"No",1,0,"Sometimes","Automobile","Overweight Level II",1,1,3,0,"Adult",4
"Female",19,"Yes","Yes",2,1,"No","No",2,"No",2,0,"No","Public Transportation","Normal Weight",0,0,1,2,"Young adult",4
"Female",19,"Yes","No",2,1,"No","No",2,"No",2,0,"No","Public Transportation","Normal Weight",0,0,1,2,"Young adult",5
"Female",21,"No","Yes",1,3,"Always","No",2,"Yes",3,0,"No","Automobile","Normal Weight",3,0,1,0,"Young adult",6
"Female",19,"Yes","Yes",3,3,"Sometimes","No",1,"No",1,1,"No","Public Transportation","Normal Weight",1,0,1,2,"Young adult",4
"Female",20,"No","Yes",3,1,"Sometimes","No",3,"No",1,1,"No","Public Transportation","Normal Weight",1,0,1,2,"Young adult",4
"Female",19,"Yes","Yes",3,3,"No","No",3,"Yes",3,1,"No","Public Transportation","Normal Weight",0,0,1,2,"Young adult",8
"Female",17,"No","Yes",2,1,"Sometimes","No",3,"No",1,1,"No","Public Transportation","Normal Weight",1,0,1,2,"Teen",3
"Male",22,"No","Yes",3,3,"Sometimes","No",2,"No",3,0,"No","Bike","Overweight Level I",1,0,2,4,"Young adult",7
"Female",20,"Yes","Yes",1,3,"Always","No",2,"No",0,2,"No","Automobile","Normal Weight",3,0,1,0,"Young adult",4
"Male",33,"Yes","Yes",2,3,"Sometimes","Yes",3,"No",1,0,"Sometimes","Automobile","Overweight Level II",1,1,3,0,"Adult",2
"Female",21,"Yes","No",2,1,"Sometimes","No",2,"Yes",2,0,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Young adult",4
"Female",20,"No","No",3,3,"Sometimes","Yes",2,"No",2,1,"Sometimes","Automobile","Insufficient Weight",1,1,0,0,"Young adult",4
"Female",20,"No","Yes",3,3,"Sometimes","No",3,"No",0,1,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Young adult",4
"Female",20,"No","Yes",3,3,"Frequently","No",1,"No",3,1,"No","Automobile","Normal Weight",2,0,1,0,"Young adult",5
"Male",21,"Yes","Yes",3,3,"Always","No",3,"Yes",3,0,"Sometimes","Automobile","Normal Weight",3,1,1,0,"Young adult",6
"Male",21,"Yes","Yes",3,1,"Sometimes","No",2,"No",3,0,"Sometimes","Walking","Overweight Level I",1,1,2,3,"Young adult",5
"Female",20,"Yes","Yes",3,1,"Sometimes","No",2,"No",1,1,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Male",20,"Yes","No",2,1,"Sometimes","No",3,"No",0,0,"Frequently","Automobile","Overweight Level II",1,2,3,0,"Young adult",3
"Male",56,"Yes","No",2,3,"Sometimes","Yes",2,"No",1,0,"Frequently","Automobile","Overweight Level II",1,2,3,0,"Older",3
"Female",26,"Yes","Yes",2,1,"Sometimes","No",2,"No",0,2,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Adult",2
"Female",22,"Yes","No",3,3,"Sometimes","No",2,"No",0,0,"No","Public Transportation","Normal Weight",1,0,1,2,"Young adult",6
"Male",19,"Yes","No",1,3,"Sometimes","No",2,"No",3,0,"No","Bike","Overweight Level I",1,0,2,4,"Young adult",7
"Male",18,"Yes","No",2,3,"Sometimes","No",3,"No",1,0,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",4
"Male",19,"No","No",2,3,"Sometimes","No",3,"Yes",1,2,"No","Public Transportation","Obesity Type I",1,0,4,2,"Young adult",6
"Male",18,"No","No",3,1,"Sometimes","No",1,"No",1,0,"No","Public Transportation","Overweight Level II",1,0,3,2,"Teen",4
"Female",18,"Yes","Yes",1,3,"Frequently","No",1,"No",0,1,"Sometimes","Public Transportation","Obesity Type I",2,1,4,2,"Teen",2
"Male",21,"No","Yes",2,3,"Sometimes","No",1,"No",1,0,"No","Public Transportation","Overweight Level I",1,0,2,2,"Young adult",3
"Female",28,"Yes","No",2,3,"Frequently","No",2,"Yes",2,0,"Sometimes","Walking","Overweight Level I",2,1,2,3,"Adult",6
"Male",18,"No","Yes",2,3,"Sometimes","No",2,"No",1,1,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Teen",3
"Male",23,"No","Yes",2,3,"Frequently","No",1,"No",3,2,"No","Public Transportation","Insufficient Weight",2,0,0,2,"Young adult",4
"Male",18,"Yes","Yes",3,3,"Frequently","No",3,"Yes",1,1,"Sometimes","Automobile","Normal Weight",2,1,1,0,"Teen",5
"Male",18,"No","Yes",1,3,"Frequently","No",1,"No",2,1,"Sometimes","Public Transportation","Insufficient Weight",2,1,0,2,"Teen",2
"Female",39,"No","Yes",3,4,"Frequently","No",2,"No",0,0,"Sometimes","Public Transportation","Insufficient Weight",2,1,0,2,"Middle age",4
"Male",38,"No","Yes",3,3,"Frequently","No",2,"No",0,0,"Frequently","Automobile","Overweight Level II",2,2,3,0,"Middle age",4
"Male",17,"No","No",2,4,"Always","No",2,"No",0,2,"No","Public Transportation","Normal Weight",3,0,1,2,"Teen",5
"Male",23,"Yes","Yes",2,3,"Sometimes","No",2,"No",0,1,"Sometimes","Walking","Normal Weight",1,1,1,3,"Young adult",4
"Male",23,"No","Yes",2,3,"Sometimes","No",3,"No",0,1,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Young adult",3
"Female",19,"No","Yes",2,3,"Frequently","No",1,"No",0,2,"Sometimes","Public Transportation","Normal Weight",2,1,1,2,"Young adult",2
"Male",18,"No","Yes",2,3,"Sometimes","No",2,"No",2,1,"No","Public Transportation","Normal Weight",1,0,1,2,"Teen",4
"Male",25,"Yes","Yes",2,3,"Frequently","No",2,"No",0,0,"Sometimes","Motorbike","Normal Weight",2,1,1,1,"Young adult",3
"Female",25,"No","No",2,3,"Sometimes","No",1,"No",2,1,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Young adult",3
"Female",18,"Yes","Yes",3,3,"Frequently","No",2,"No",0,1,"Sometimes","Public Transportation","Normal Weight",2,1,1,2,"Teen",4
"Male",16,"Yes","Yes",2,1,"Frequently","No",3,"No",1,0,"No","Public Transportation","Insufficient Weight",2,0,0,2,"Teen",3
"Male",21,"No","Yes",2,4,"Always","Yes",3,"No",3,2,"Sometimes","Walking","Normal Weight",3,1,1,3,"Young adult",4
"Female",32,"Yes","Yes",3,3,"Sometimes","No",2,"No",0,0,"Sometimes","Automobile","Normal Weight",1,1,1,0,"Adult",4
"Male",18,"No","No",3,3,"Sometimes","No",2,"No",1,1,"Sometimes","Public Transportation","Insufficient Weight",1,1,0,2,"Teen",5
"Male",21,"No","Yes",3,4,"Frequently","Yes",2,"No",0,0,"Sometimes","Public Transportation","Normal Weight",2,1,1,2,"Young adult",3
"Male",18,"Yes","Yes",2,3,"Frequently","No",2,"No",0,0,"Sometimes","Public Transportation","Normal Weight",2,1,1,2,"Teen",3
"Female",18,"Yes","Yes",2,3,"Frequently","No",1,"No",1,1,"No","Public Transportation","Normal Weight",2,0,1,2,"Teen",3
"Male",17,"No","No",2,3,"Sometimes","No",3,"No",2,1,"Sometimes","Walking","Normal Weight",1,1,1,3,"Teen",5
"Male",20,"Yes","Yes",1,1,"Sometimes","No",2,"No",1,1,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Young adult",2
"Male",21,"Yes","Yes",2,3,"Always","No",1,"No",0,0,"Sometimes","Public Transportation","Obesity Type I",3,1,4,2,"Young adult",2
"Female",21,"No","Yes",2,3,"Sometimes","No",1,"No",1,1,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Young adult",2
"Female",18,"Yes","Yes",2,3,"Sometimes","No",3,"No",3,0,"No","Public Transportation","Normal Weight",1,0,1,2,"Teen",5
"Female",17,"No","Yes",3,3,"Sometimes","No",1,"No",0,2,"No","Public Transportation","Normal Weight",1,0,1,2,"Teen",4
"Male",19,"No","No",2,3,"Sometimes","No",3,"No",3,0,"Sometimes","Automobile","Normal Weight",1,1,1,0,"Young adult",5
"Male",16,"Yes","Yes",2,3,"Frequently","No",2,"No",2,1,"Sometimes","Public Transportation","Normal Weight",2,1,1,2,"Teen",3
"Male",17,"No","Yes",2,3,"Frequently","No",2,"No",2,1,"No","Walking","Insufficient Weight",2,0,0,3,"Teen",5
"Male",21,"Yes","Yes",2,3,"Frequently","No",1,"No",1,1,"No","Public Transportation","Normal Weight",2,0,1,2,"Young adult",3
"Male",19,"Yes","No",2,3,"Frequently","No",2,"No",1,0,"No","Public Transportation","Normal Weight",2,0,1,2,"Young adult",5
"Male",18,"Yes","Yes",2,1,"Sometimes","Yes",2,"No",1,2,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Teen",1
"Female",16,"No","No",2,1,"Sometimes","No",1,"No",0,1,"No","Walking","Normal Weight",1,0,1,3,"Teen",4
"Female",21,"No","Yes",3,3,"Sometimes","No",2,"No",2,1,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Young adult",4
"Male",26,"No","No",2,3,"Sometimes","No",2,"No",2,0,"No","Automobile","Overweight Level I",1,0,2,0,"Adult",5
"Male",18,"Yes","Yes",2,3,"Frequently","No",1,"No",0,1,"Frequently","Public Transportation","Normal Weight",2,2,1,2,"Teen",2
"Male",23,"No","Yes",3,3,"Sometimes","No",3,"No",1,2,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",4
"Male",26,"No","Yes",2,3,"Sometimes","Yes",1,"No",0,0,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Adult",1
"Male",18,"No","Yes",2,4,"Sometimes","No",2,"No",2,1,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Teen",3
"Male",16,"Yes","Yes",3,3,"Always","No",3,"No",3,2,"Sometimes","Walking","Insufficient Weight",3,1,0,3,"Teen",6
"Female",16,"No","Yes",2,4,"Always","No",2,"No",0,1,"Sometimes","Public Transportation","Normal Weight",3,1,1,2,"Teen",3
"Male",20,"Yes","No",2,3,"Sometimes","No",3,"No",2,1,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",4
"Male",23,"Yes","Yes",2,3,"Sometimes","Yes",2,"No",2,1,"Sometimes","Public Transportation","Obesity Type II",1,1,5,2,"Young adult",2
"Female",24,"Yes","Yes",1,3,"Always","No",2,"No",0,2,"Sometimes","Public Transportation","Normal Weight",3,1,1,2,"Young adult",3
"Female",23,"Yes","Yes",2,1,"Frequently","No",1,"No",0,2,"Sometimes","Public Transportation","Normal Weight",2,1,1,2,"Young adult",1
"Male",20,"No","Yes",3,4,"Always","No",3,"No",2,0,"Sometimes","Public Transportation","Normal Weight",3,1,1,2,"Young adult",4
"Female",16,"No","No",2,1,"Sometimes","No",1,"No",0,1,"No","Walking","Normal Weight",1,0,1,3,"Teen",4
"Male",17,"Yes","Yes",2,4,"Frequently","No",2,"No",2,1,"No","Public Transportation","Insufficient Weight",2,0,0,2,"Teen",4
"Male",17,"No","Yes",2,3,"Always","No",2,"No",3,1,"No","Public Transportation","Normal Weight",3,0,1,2,"Teen",5
"Female",16,"No","Yes",3,3,"Sometimes","No",1,"No",3,0,"No","Public Transportation","Normal Weight",1,0,1,2,"Teen",5
"Male",17,"Yes","Yes",1,3,"Always","No",2,"No",1,1,"Sometimes","Public Transportation","Normal Weight",3,1,1,2,"Teen",3
"Female",26,"No","Yes",3,3,"Sometimes","No",1,"No",1,0,"No","Walking","Normal Weight",1,0,1,3,"Adult",5
"Male",26,"No","Yes",2,3,"Always","No",2,"No",0,0,"Sometimes","Public Transportation","Normal Weight",3,1,1,2,"Adult",3
"Male",38,"Yes","No",3,3,"Frequently","No",1,"No",2,1,"No","Automobile","Normal Weight",2,0,1,0,"Middle age",5
"Male",18,"No","Yes",3,4,"Sometimes","No",2,"No",1,1,"No","Public Transportation","Normal Weight",1,0,1,2,"Teen",5
"Female",25,"No","Yes",2,3,"Sometimes","No",1,"No",0,0,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Young adult",2
"Female",27,"No","Yes",2,3,"Sometimes","No",1,"No",0,1,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",2
"Male",21,"Yes","Yes",3,1,"Always","No",2,"No",1,1,"No","Public Transportation","Normal Weight",3,0,1,2,"Young adult",4
"Male",38,"Yes","No",3,3,"Frequently","No",1,"No",3,1,"No","Automobile","Normal Weight",2,0,1,0,"Middle age",6
"Female",23,"No","No",3,3,"Frequently","No",2,"No",2,0,"Sometimes","Public Transportation","Insufficient Weight",2,1,0,2,"Young adult",5
"Male",18,"Yes","Yes",2,3,"Sometimes","No",2,"No",3,0,"Sometimes","Automobile","Normal Weight",1,1,1,0,"Teen",4
"Female",30,"Yes","Yes",2,3,"Sometimes","No",1,"No",0,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Adult",2
"Female",21,"No","Yes",2,1,"Sometimes","No",1,"No",1,0,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Young adult",1
"Male",18,"Yes","Yes",3,3,"Sometimes","No",2,"No",3,0,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Teen",5
"Male",23,"Yes","No",3,4,"Frequently","No",1,"No",0,0,"Sometimes","Public Transportation","Overweight Level I",2,1,2,2,"Young adult",4
"Male",19,"Yes","No",3,1,"Sometimes","No",3,"No",3,1,"Sometimes","Walking","Normal Weight",1,1,1,3,"Young adult",6
"Female",19,"Yes","Yes",3,3,"Sometimes","No",1,"No",0,1,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Young adult",3
"Female",17,"No","Yes",3,4,"Frequently","No",1,"No",2,1,"Sometimes","Public Transportation","Insufficient Weight",2,1,0,2,"Teen",3
"Male",17,"Yes","Yes",2,3,"Sometimes","No",2,"No",2,1,"No","Public Transportation","Normal Weight",1,0,1,2,"Teen",4
"Male",27,"Yes","Yes",2,1,"Sometimes","No",2,"No",1,0,"No","Walking","Normal Weight",1,0,1,3,"Adult",4
"Female",23,"No","No",3,4,"Always","No",3,"Yes",3,0,"No","Automobile","Normal Weight",3,0,1,0,"Young adult",8
"Female",18,"No","Yes",2,3,"Frequently","No",2,"Yes",1,2,"Frequently","Public Transportation","Overweight Level I",2,2,2,2,"Teen",4
"Male",19,"No","Yes",1,4,"Frequently","No",1,"No",2,1,"Sometimes","Public Transportation","Insufficient Weight",2,1,0,2,"Young adult",2
"Male",20,"No","Yes",2,3,"Sometimes","No",2,"No",0,1,"No","Public Transportation","Normal Weight",1,0,1,2,"Young adult",4
"Male",18,"Yes","Yes",3,3,"Frequently","No",2,"No",3,2,"No","Walking","Normal Weight",2,0,1,3,"Teen",7
"Female",17,"No","Yes",3,1,"Sometimes","No",2,"Yes",1,2,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Teen",4
"Female",19,"No","No",2,3,"Sometimes","No",1,"Yes",2,0,"Frequently","Public Transportation","Insufficient Weight",1,2,0,2,"Young adult",4
"Male",21,"No","Yes",3,3,"Sometimes","No",2,"No",1,1,"No","Public Transportation","Normal Weight",1,0,1,2,"Young adult",5
"Male",20,"No","No",2,3,"Sometimes","No",1,"No",0,0,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Young adult",3
"Male",23,"Yes","Yes",3,3,"Sometimes","No",2,"No",1,0,"Sometimes","Public Transportation","Obesity Type I",1,1,4,2,"Young adult",4
"Male",23,"No","No",3,3,"Sometimes","No",2,"No",3,0,"No","Public Transportation","Normal Weight",1,0,1,2,"Young adult",7
"Male",18,"Yes","Yes",3,3,"Frequently","No",2,"No",2,1,"Sometimes","Public Transportation","Obesity Type III",2,1,6,2,"Teen",4
"Male",17,"No","Yes",3,3,"Always","No",2,"No",3,1,"Sometimes","Public Transportation","Normal Weight",3,1,1,2,"Teen",5
"Female",21,"Yes","No",3,3,"Always","No",1,"No",2,0,"No","Public Transportation","Normal Weight",3,0,1,2,"Young adult",5
"Male",17,"Yes","Yes",2,3,"Sometimes","No",3,"No",1,1,"Sometimes","Walking","Overweight Level II",1,1,3,3,"Teen",4
"Male",18,"Yes","Yes",2,3,"Sometimes","No",2,"No",3,2,"No","Walking","Normal Weight",1,0,1,3,"Teen",6
"Male",20,"Yes","Yes",2,3,"Always","No",3,"No",1,1,"Sometimes","Public Transportation","Obesity Type I",3,1,4,2,"Young adult",3
"Male",17,"Yes","No",2,3,"Sometimes","No",1,"No",3,2,"Sometimes","Walking","Normal Weight",1,1,1,3,"Teen",5
"Female",26,"No","No",3,4,"Always","No",2,"No",2,0,"No","Walking","Normal Weight",3,0,1,3,"Adult",7
"Female",17,"No","Yes",1,3,"Sometimes","No",1,"No",2,2,"Sometimes","Walking","Normal Weight",1,1,1,3,"Teen",3
"Female",24,"Yes","Yes",1,3,"Sometimes","No",2,"No",0,1,"Sometimes","Automobile","Normal Weight",1,1,1,0,"Young adult",3
"Female",17,"No","Yes",2,3,"Sometimes","No",2,"No",1,2,"No","Public Transportation","Normal Weight",1,0,1,2,"Teen",4
"Female",27,"No","Yes",3,1,"Sometimes","No",1,"No",1,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Adult",2
"Male",17,"No","No",3,3,"Sometimes","No",2,"No",3,1,"No","Walking","Insufficient Weight",1,0,0,3,"Teen",8
"Female",17,"Yes","Yes",1,3,"Sometimes","No",1,"No",1,1,"No","Automobile","Normal Weight",1,0,1,0,"Teen",3
"Male",41,"Yes","No",2,1,"Sometimes","No",1,"No",1,0,"Frequently","Automobile","Obesity Type II",1,2,5,0,"Middle age",2
"Female",33,"Yes","No",2,3,"Sometimes","No",2,"No",1,0,"Sometimes","Public Transportation","Normal Weight",1,1,1,2,"Adult",4
"Male",20,"No","Yes",2,3,"Frequently","No",1,"No",1,1,"Sometimes","Public Transportation","Normal Weight",2,1,1,2,"Young adult",2
"Female",40,"Yes","Yes",2,1,"Sometimes","No",2,"No",2,0,"No","Public Transportation","Obesity Type I",1,0,4,2,"Middle age",3
"Female",37,"Yes","No",3,3,"Sometimes","No",2,"No",1,0,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Middle age",5
